reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText
A2W9LEXD3BAETW,B000VZQISW,1,-1,3,"I like this song and wanted to add it to my huge music collection, so I purchased it. Keeping all of that in mind, there are a whole lot of Trisha's albums/tracks that I'd put ahead of this and consider ""essential"" tracks too.","I like this song and wanted to add it to my huge music collection , so I purchased it . Keeping all of that in mind , there are a whole lot of Trisha 's albums / tracks that I 'd put ahead of this and consider "" essential "" tracks too ."
AUDSM2CTLLW1Q,B000VZQHNS,-1,1,5,"Nelly Furtado completely remade herself in 2006.  Her earlier work, including hits ""I'm Like a Bird"" and ""Powerless"" were fun and entertaining songs (and Nelly is a very attractive, appealing artist), but they didn't excite the mass audiences.  They had more appeal to the Adult Contemporary chart.

  2006 saw the debut of her song ""Promiscuous"", where she teamed with Justin Timberlake and super-producer, Timbaland, to create this raw, sexually charged song that showed that Nelly was a bona fide sex symbol, instead of just being a cool hipster.  Timbaland's beats have always been among the best in the business.  However, Nelly's clever raps and strong vocals take ""Promiscuous"" to another level, as in all the way to #1 on the Billboard Hot 100. This set the tone for the remainder of her album ""Loose"", which showed her new image to be genuine instead of posed.","Nelly Furtado completely remade herself in 2006 . Her earlier work , including hits "" I 'm Like a Bird "" and "" Powerless "" were fun and entertaining songs ( and Nelly is a very attractive , appealing artist ) , but they did n't excite the mass audiences . They had more appeal to the Adult Contemporary chart . 2006 saw the debut of her song "" Promiscuous "" , where she teamed with Justin Timberlake and super - producer , Timbaland , to create this raw , sexually charged song that showed that Nelly was a bona fide sex symbol , instead of just being a cool hipster . Timbaland 's beats have always been among the best in the business . However , Nelly 's clever raps and strong vocals take "" Promiscuous "" to another level , as in all the way to # 1 on the Billboard Hot 100 . This set the tone for the remainder of her album "" Loose "" , which showed her new image to be genuine instead of posed ."
A8IVYKSKP8QFY,B000VZSBPK,-1,1,5,"If you have heard of Jeff Lynne and or ELO (The Electric Light Orchestra), this song from The New Radicals will sound a lot like the 70's version of ELO.

It took me about two weeks to track this tune down, and everyone I explained it too thought I was crazy saying it ""ELO who?""

The ELO song best close to this is

""All Over The World"" (from the Xanadu Soundtrack)

Listen to that and you'll see what I mean...

This song however is a great inspirational song and a great sounding one at that.","If you have heard of Jeff Lynne and or ELO ( The Electric Light Orchestra ) , this song from The New Radicals will sound a lot like the 70 's version of ELO . It took me about two weeks to track this tune down , and everyone I explained it too thought I was crazy saying it "" ELO who ? "" 

 The ELO song best close to this is 

 "" All Over The World "" ( from the Xanadu Soundtrack ) 

 Listen to that and you 'll see what I mean ... This song however is a great inspirational song and a great sounding one at that ."
AESOX3IZ3F8VT,B000VZSBPK,-1,1,5,A one hit wonder,A one hit wonder
A2IKFX7NYHXVOC,B000VZSBPK,-1,1,5,"New Radicals is a classic example of a band that showed great promise, but broke up just as I ""discovered"" them.  ""You Get What
You Give"" is their best work, though.  It's fresh, fun, and energetic with lyrics to match.","New Radicals is a classic example of a band that showed great promise , but broke up just as I "" discovered "" them . "" You Get What 
 You Give "" is their best work , though . It 's fresh , fun , and energetic with lyrics to match ."
A2RXX5DX05MFEU,B000VZSBPK,-1,1,5,"I don't know what happened to this band. Remember seeing them on letterman and after they finished playing, Letterman went over to shake hands with them and the lead singer just turned his back and walked off. I never found out why. But the song itself is a
masterpiece.","I do n't know what happened to this band . Remember seeing them on letterman and after they finished playing , Letterman went over to shake hands with them and the lead singer just turned his back and walked off . I never found out why . But the song itself is a 
 masterpiece ."
A3IL26VFYUWF59,B000VZSBPK,1,-1,3,"This song is just one of those you find yourself randomly singing now and then, So be it give it a test ride.","This song is just one of those you find yourself randomly singing now and then , So be it give it a test ride ."
A2VSNRJOQET5BM,B000VZSBPK,-1,1,5,"When I first heard this I thought it was an old resurrected version of an old Mick Jagger tune. To me, the lead singer sounds like a young Mick Jagger! Very nice tune!","When I first heard this I thought it was an old resurrected version of an old Mick Jagger tune . To me , the lead singer sounds like a young Mick Jagger ! Very nice tune !"
A2HBUO3PBSC12Y,B000VZRASO,-1,1,5,"I had this on tape, but I only needed a couple of songs off of it. So I just bought what I needed.","I had this on tape , but I only needed a couple of songs off of it . So I just bought what I needed ."
A8IVYKSKP8QFY,B000VZRASO,-1,1,5,"Good to see the KISS tunes now DRM free and encoded in their proper rate of 256 kbps. I have now a way to complete my Kiss collection (own their older LPs, 8tracks, etc).

Remember when your purchasing from iTunes, your only RENTING your music, once you quit iTunes, they yank back all the rights for you to play your music. So whats this mean?... your hundreds of dollars of music, is worthless files if you quit itunes... why? because the awful DRM that your music has been infected by. You don't own your iTunes, you will never own it as long as DRM, the RIAA and Apple have anything to do with it.

Purchase your music from Amazon!.... DRM Free, Encoded at 256 kbps (higher then iTunes could dream of), and its the same price!","Good to see the KISS tunes now DRM free and encoded in their proper rate of 256 kbps . I have now a way to complete my Kiss collection ( own their older LPs , 8tracks , etc ) . Remember when your purchasing from iTunes , your only RENTING your music , once you quit iTunes , they yank back all the rights for you to play your music . So what s this mean ? ... your hundreds of dollars of music , is worthless files if you quit itunes ... why ? because the awful DRM that your music has been infected by . You do n't own your iTunes , you will never own it as long as DRM , the RIAA and Apple have anything to do with it . Purchase your music from Amazon ! .... DRM Free , Encoded at 256 kbps ( higher then iTunes could dream of ) , and its the same price !"
A1HDLQ79OCY4X2,B000VZV9TA,-1,1,5,For my MP3 player,
A18758S1PUYIDT,B000VZV9Y0,-1,1,5,"I imagine Shambala to be one of those possibly imaginary places that used to be such popular song fodder in the 60s  and 70s.  This song was also perfectly suited to a couple of episodes of the TV series LOST.

It's one of those ditties that you sing along to even though you fully realize that you may never comprehend the lyrics or the meaning, and it doesn't matter anyway.

There are other Three Dog Night songs that bear listening to and possibly downloading as well.  Give them a listen.","I imagine Shambala to be one of those possibly imaginary places that used to be such popular song fodder in the 60s   and 70s . This song was also perfectly suited to a couple of episodes of the TV series LOST . It 's one of those ditties that you sing along to even though you fully realize that you may never comprehend the lyrics or the meaning , and it does n't matter anyway . There are other Three Dog Night songs that bear listening to and possibly downloading as well ."
A1L5C5FV7N4G02,B000VZV9Y0,-1,1,5,Ty,Ty
A252UVOWRR2KPW,B000VZV9XG,1,-1,3,...I just bought this song to round out my collection of Three Dog Night hits.  I found some of Three Dog Night's hits on Amazon that I had totally forgotten about.  Stuff that brought back memories...,... I just bought this song to round out my collection of Three Dog Night hits . I found some of Three Dog Night 's hits on Amazon that I had totally forgotten about .
A1TEYLNTK6RICG,B000VZV8KK,1,-1,3,"I enjoy listening to ""Low Spark of High-Heeled Boys"". It lasts about 11 minutes, and is easy listening.","I enjoy listening to "" Low Spark of High - Heeled Boys "" . It lasts about 11 minutes , and is easy listening ."
A3F4C35NJBFCRE,B000VZV5Z8,-1,1,4,is a song I purchased through the MP3 download process.  I am rating the song here and not the album.  Why I'm asked to rate the album I do not know.,I am rating the song here and not the album . Why I 'm asked to rate the album I do not know .
A2XS8TJDRIWSB0,B000VZV5Z8,-1,1,4,I never realized that thissong was by them.,I never realized that thissong was by them .
AE51IBCJ1LQQD,B000VZV5Z8,-1,1,5,This is what the music of today is lacking - meaningful lyrics and good voices. This is great for anyone who likes classic R&B or oldies,This is what the music of today is lacking - meaningful lyrics and good voices . This is great for anyone who likes classic R&B or oldies
A3JGY8WYUZBU6D,B000VZV5Z8,-1,1,5,"I really liked this song, so much that I bought it. I hate reviewing music, who am I Rolling stone magazine? but this reviow your purchases keeps coming up, so to clear it I wrote a review.","I really liked this song , so much that I bought it . I hate reviewing music , who am I Rolling stone magazine ? but this reviow your purchases keeps coming up , so to clear it I wrote a review ."
A2XEK2WZSZ2A6G,B000VZVJ6I,-1,1,4,"good song with great memories. voice ok, did I hear him go flat?  YA! but it makes it more like the struggles jof the average joe..","good song with great memories . voice ok , did I hear him go flat ? but it makes it more like the struggles jof the average joe .."
A1GQQI7KB9VM0C,B000VZV6NE,-1,1,5,"Petty, duh","Petty, duh"
A1BGOR13TRKLV8,B000VZUIAQ,-1,1,5,Lay here,Lay here
A1XF5NVXUVGTZN,B000VZUIAQ,-1,1,5,,
A2B8JK24E72BS5,B000VZUIAQ,-1,1,4,I think it is a good song but you will have to listen to it for yourself to make that decision.,I think it is a good song but you will have to listen to it for yourself to make that decision .
A2TXKUC8SN53H7,B000VZX98O,-1,1,5,The 80's personified,
A2XAJX9EOMX969,B000VZUIAQ,-1,1,4,In my opinion this a bare all song. The guy has trouble showing his True feelings; in this case 'i love you' won't cut it but sometimes the real way you feel is in your actions.,In my opinion this a bare all song . The guy has trouble showing his True feelings ; in this case ' i love you ' wo n't cut it but sometimes the real way you feel is in your actions .
A2ABJ4XM4MJ5CD,B000VZV9KY,-1,1,5,aaa,
