reviewerID,itemID,overall,fine_feature,coarse_feature
A1B7R4FDTNQZWE,B000WOT9K6,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4968977662487135
A3AGJ0NQXOW8M1,B000WOT9K6,5.0,[0.   0.   4.25 0.   0.   0.   0.   0.   0.   0.  ],0.5186815778504407
A34UTNSRNF2AYB,B000WOT9K6,5.0,[0.    0.    4.625 0.    0.    0.    0.    0.    0.    4.625],0.5062274938096646
A2TXKUC8SN53H7,B000WOT9K6,5.0,[0.75 0.75 0.75 0.75 0.   0.75 0.75 0.75 0.75 0.75],0.5094139714539723
A2ESUL8QBRVY8M,B000WOT9K6,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5375336917474466
A32GF9L4D8GA90,B000WOT9K6,5.0,[1.375 1.375 1.375 1.375 1.375 1.375 1.375 1.375 1.375 1.375],0.5407748255081924
A2MC6P200KHJ2A,B000WOT9K6,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5031161642668821
AJDKYFN1XXZCJ,B000WOT9K6,5.0,[3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5000349525437265
A2VNHSOB2EO2YY,B000WOT9K6,4.0,[-0.375  0.     0.     0.     0.     0.     0.     0.    -0.375  0.   ],0.5124616414435325
A10M52OJSDB8WK,B000WOUTKA,5.0,[0.   0.   0.5  0.25 0.25 0.   0.   0.   0.   0.25],0.5031108264511995
ABLV63CEH2J75,B000WOUTKA,5.0,[-5.  0.  0.  0.  0. -5. -5.  0.  0.  0.],0.5062534487048708
A2YV4LBS43Q0M2,B000WOUTKA,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4844273337647506
A2JE1FQQBSH8N0,B000WOUTKA,3.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49692648958124114
A2H1QAOQAEC0VZ,B000WOUTKA,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A3DCOGGBKMJ8RN,B000WOUTKA,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75],0.5
A1WU3GVYJNV3DC,B000WOUTKA,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A3QL9TO6NVVGP9,B000WOUTKA,5.0,[5. 0. 0. 0. 0. 0. 0. 5. 0. 0.],0.543659070304062
A3MWUPQ0PFB5ZZ,B000WOUTKA,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5185047499657166
A366JNHOWLQWQQ,B000WOUTKA,4.0,[0.    0.    0.    0.    0.    1.375 1.25  0.    0.    0.   ],0.5031218606825003
A186SYJ56RFQPG,B000WOUTKA,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A1MSO3EK95SVCF,B000WOUTKA,5.0,[-0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125 -0.125],0.49064290547909273
A1IMI4B95YDMV5,B000WOUTKA,5.0,[0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25],0.5
A1KBHQWJYKYA01,B000WOUTKA,5.0,[4. 4. 4. 4. 4. 4. 4. 4. 2. 4.],0.5187243636403266
A2G6VF7XDPKFG3,B000WOUTKA,5.0,[-0.75  -0.75  -0.75  -1.125 -0.75  -0.75  -0.75  -1.125 -0.75  -0.75 ],0.5156371831753199
A1TB6DFESM3SNF,B000WOUTKA,5.0,[2.    4.125 4.125 2.    2.    4.125 2.    2.    4.125 4.125],0.5154052380377088
A3K7LEJMNE7EOF,B000WOUTKA,5.0,[0.5 0.  0.  0.5 0.  0.5 0.  0.5 0.  0. ],0.5
