reviewerID,itemID,overall,fine_feature,coarse_feature
A1E78KIR64YBT6,B000VZO4TW,5.0,[0.    4.5   0.    0.    4.25  4.375 0.    0.    0.    0.   ],0.5249303245760458
ASUDG3BDP87CI,B000VZO4TW,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5554361551892248
AKMWILI3V2XCY,B000VZO4TW,5.0,[0.   0.   0.   0.   0.   1.25 0.   0.   0.   0.  ],0.5
AAAVOYJKW8IC8,B000VZO4TW,5.0,[0.  0.  0.  0.  0.5 0.  0.  0.  0.  0. ],0.4875832995234165
A2HPG8QACV8QAJ,B000VZO4TW,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75],0.5
A2VAZRBS1VOBUF,B000VZO4TW,5.0,[0.875 0.875 0.875 0.875 0.875 0.875 0.    0.875 0.875 0.875],0.5
AGWD67X4C1ZVK,B000VZO4TW,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5309422917287044
A86WP180LOBGH,B000VZO4TW,5.0,[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.125],0.4718749508394498
A3FVAWZNKW9GX,B000VZO4TW,5.0,[0. 0. 0. 5. 5. 5. 0. 0. 0. 0.],0.4937721137758515
AB0ARZZCB97SK,B000VZO4TW,5.0,[-1.375 -1.375 -1.375 -0.25  -0.25  -0.25  -1.375 -0.25  -0.25  -1.375],0.5280517076811093
A19DLBU0S995WP,B000VZO4TW,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5643651987884489
AVLSVMBRYFGHF,B000VZO4TW,5.0,[0.    0.    4.625 0.    5.    0.    0.    0.    0.    0.   ],0.49376834602361824
ARJT7QGL9IVDP,B000VZO4TW,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4937522639402082
A3DHMGQ93GIJCR,B000VZO4TW,5.0,[0. 0. 5. 0. 0. 5. 0. 0. 0. 5.],0.5
A135GWMXMTR58Z,B000VZO4TW,5.0,[0.    0.    2.875 0.    0.    2.875 0.    0.    0.    0.   ],0.5280067612184337
A3GJ6CFWN47N0U,B000VZPI7Y,5.0,[0.    0.    0.    0.    0.    1.125 0.    0.    0.    0.   ],0.5
A22PZBENWG6IM0,B000VZQHNS,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4968171690707575
AXCE4WRBKMLY0,B000VZQHNS,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75],0.5030922823720811
AOZCXHUOIBLE3,B000VZQHNS,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49378819005916513
A205K5U0M2K8QC,B000VZQHNS,4.0,[1.    0.    1.375 0.    0.    0.    0.    0.    0.    0.   ],0.5
A1QOYWEU4UPUML,B000VZQHNS,5.0,[0.    0.    5.    0.    3.5   4.625 0.    0.    0.    0.   ],0.49069313366040573
A1203Q0HWECJXU,B000VZQHNS,5.0,[0.   0.   3.75 0.   0.   3.5  0.   4.25 0.   0.  ],0.47817435598723357
AUDSM2CTLLW1Q,B000VZQHNS,5.0,[0.    0.    0.    1.5   0.625 1.25  0.    0.    0.    0.   ],0.5031214072917655
A2UQGX6YMQ5BAL,B000VZQHNS,4.0,[ 0.     0.    -1.125  0.     0.    -1.25   0.     0.     0.     0.   ],0.5
A26GRWSM1Z4EAZ,B000VZQHNS,5.0,[ 0.    0.   -1.25  0.   -1.25  0.    0.    0.    0.    0.  ],0.5031046357525468
A1LGGZXCURHFLC,B000VZQHNS,5.0,[0. 0. 5. 0. 0. 5. 0. 0. 0. 0.],0.5
AS02LU5CR8VJP,B000VZQHNS,5.0,[0.    0.    0.    0.    0.375 0.    0.    0.    0.    0.   ],0.5031278812629157
A1PBK25WOPM6QA,B000VZQHNS,5.0,[0.  0.  0.  0.  5.  0.  0.  0.  3.5 5. ],0.47815787861259923
AN70QAG4P5TIS,B000VZQHNS,4.0,[ 0.    0.    0.    0.    0.   -0.75  0.    0.    0.   -0.75],0.5
A2JY0CRCF9GWCH,B000VZQISW,5.0,[0. 0. 0. 0. 5. 0. 0. 0. 0. 0.],0.5373148124330356
A26GW9GHWZJ0UY,B000VZQISW,5.0,[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ],0.5435507071326174
A2W9LEXD3BAETW,B000VZQISW,3.0,[0.   0.   0.   5.   3.25 5.   0.   0.   0.   0.  ],0.5
A1PQNXFH9Q2KUJ,B000VZRASO,5.0,[0. 0. 0. 0. 5. 0. 0. 0. 0. 0.],0.4937527831189141
A2HBUO3PBSC12Y,B000VZRASO,5.0,[ 0.     0.     0.     0.     0.    -1.625  0.     0.     0.     0.   ],0.5
A8IVYKSKP8QFY,B000VZRASO,5.0,[0. 0. 0. 5. 0. 5. 0. 0. 0. 0.],0.5
A3B2F2086QK67Q,B000VZSBPK,5.0,[0.    0.    0.    2.375 0.    4.125 0.    0.    0.    1.875],0.5062485514393069
A3QMW0R63QGZT2,B000VZSBPK,5.0,[0. 0. 5. 0. 0. 5. 0. 0. 0. 0.],0.5
A8IVYKSKP8QFY,B000VZSBPK,5.0,[ 0.     0.    -1.    -1.    -1.625  0.     0.     0.     0.     0.   ],0.5
A2KW2KWKABNYNO,B000VZSBPK,5.0,[0. 0. 5. 5. 5. 0. 0. 0. 0. 0.],0.5124710819257118
AEVAPEHXQRIDP,B000VZSBPK,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5564988093338871
A5QN0QWD8Y49P,B000VZSBPK,5.0,[0.    0.    0.    0.    2.125 1.75  0.    0.    0.    0.   ],0.5093374663891952
A3LIOQ6M991VBX,B000VZSBPK,5.0,[5.    5.    5.    5.    5.    5.    3.125 5.    5.    5.   ],0.487565885009181
A3B35MV4SU30V6,B000VZSBPK,5.0,[2.625 2.625 2.625 1.625 2.625 2.625 1.625 1.625 2.25  1.625],0.4876119850524647
A4PGV4TMASKF7,B000VZSBPK,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5000068684091453
A3DC9BSMG994WN,B000VZSBPK,5.0,[1.    0.    0.    0.    0.    0.625 0.    0.    0.    0.   ],0.5093437504178681
A28AIBL569Y037,B000VZSBPK,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5218002202079938
AXG287OY16WWL,B000VZSBPK,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75],0.5062715522280595
AESOX3IZ3F8VT,B000VZSBPK,5.0,[0.25 0.25 2.   2.   2.   0.25 0.25 0.25 2.   0.25],0.49395203433481855
A3760WDWYC07BM,B000VZSBPK,5.0,[-0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25],0.4938173398099887
A2MEISSFIZCSP4,B000VZSBPK,5.0,[ 0.625  1.375 -0.125  0.625  0.625  0.625 -0.125  0.625  0.625  0.625],0.5
A2FX5I9I1SJSLY,B000VZSBPK,5.0,[0.75  0.75  0.75  0.375 0.75  0.75  0.75  0.375 0.75  0.75 ],0.5
A39MJGQRVHCH5Q,B000VZSBPK,5.0,[0. 0. 5. 0. 5. 0. 0. 0. 0. 0.],0.4936139897666943
