reviewerID,itemID,overall,fine_feature,coarse_feature
A2TYZ821XXK2YZ,3426958910,5.0,[0.    0.    0.    0.    0.    1.    1.375 1.5   0.    0.   ],0.5093458640650822
A3OFSREZADFUDY,3426958910,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5093555616771752
A2VAMODP8M77NG,3426958910,5.0,[ 0.    0.   -3.25  0.    0.    0.    0.   -4.    0.    0.  ],0.5
AAKSLZ9IDTEH0,3426958910,4.0,[-5. -5.  0.  0.  0. -5.  0.  0.  0.  0.],0.5343534595970809
A3OH43OZJLKI09,5557706259,5.0,[0.    0.    0.    0.    1.375 1.375 0.    0.    0.    1.5  ],0.5031142802266777
A6JP9YYJCK3WO,5557706259,4.0,[-0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25 -0.25],0.5373853179795577
A20Z0JD766DPG6,5557706259,5.0,[0.    0.    0.875 0.625 0.    0.    0.    1.    0.    0.   ],0.496900533762613
AXQ89O6YRT7AX,5557706259,5.0,[5. 5. 0. 5. 0. 5. 0. 0. 0. 0.],0.5187523065379157
A1M379MK8MKGUF,5557706259,5.0,[ 0.375  0.     0.    -1.375  2.     0.125  0.     0.     0.    -1.25 ],0.5156362039100508
AA762OWLWCPQ2,5557706259,5.0,[5. 5. 5. 5. 0. 5. 0. 5. 0. 5.],0.5156354398995643
A16QJ649N8PRV,5557706259,5.0,[4.5 5.  0.  0.  0.  5.  0.  0.  0.  0. ],0.5343397818873918
ADVX0P3EIKWBK,5557706259,2.0,[5. 5. 0. 0. 0. 5. 5. 0. 0. 5.],0.5374307952168987
A25B8W9VSY0C5Y,5557706259,5.0,[5. 5. 5. 5. 0. 5. 0. 5. 0. 0.],0.5156767087574596
A2I6MHMAZZDCRX,5557706259,5.0,[5. 5. 0. 5. 0. 5. 5. 0. 0. 0.],0.5156428302345285
A1XL1WKRIGSTGE,5559166928,5.0,[2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5],0.5093157434587899
A2WC24DWP57F8K,5559166928,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
A2OOQPH4D33DLM,5559166928,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49999795404782454
A3D697C8E7O03V,5559166928,5.0,[ 0.     3.25   0.    -0.875  0.     0.625  0.    -0.375  0.     0.   ],0.5374263820900511
A16MMPW5DKVSAK,5559166928,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
AJ79L3NEILJ4G,5559166928,4.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49387949195340025
A33HHL9IUCK2C,5559166928,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5686184652141849
AJCC7PGJWTO7A,5559166928,5.0,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75],0.49689690644135565
A3CON4WD5PKNWO,5559166928,5.0,[0. 5. 5. 5. 0. 0. 0. 0. 0. 5.],0.5156230639532073
A9Q28YTLYREO7,7799420340,5.0,[0. 5. 0. 5. 0. 5. 0. 0. 0. 0.],0.5712763217935709
A3W4D8XOGLWUN5,7799420340,4.0,[5. 5. 0. 0. 0. 5. 5. 0. 5. 0.],0.5313075354801933
A1KCA1O8SPOE8P,7799420340,4.0,[5. 5. 0. 0. 0. 5. 5. 0. 0. 0.],0.5
A1RY96KKGQ84EE,7799420340,5.0,[5. 5. 5. 5. 5. 5. 5. 5. 5. 5.],0.47810563638174225
A3HO0XCG4KZ16R,7799420340,5.0,[2.25  0.    0.    0.    2.25  0.    0.    0.    1.875 0.   ],0.5
A3TM7P9GGJ6F4C,7799420340,5.0,[2.875 2.875 2.5   2.875 2.875 2.875 2.875 2.875 2.875 2.5  ],0.537318448861431
A2N6RNHQJ65T0F,7799420340,3.0,[0. 0. 5. 0. 0. 0. 0. 5. 0. 0.],0.5
A6FHPZMFO858U,7799420340,5.0,[2.75  1.375 1.375 1.375 1.375 2.75  1.375 1.375 1.375 1.375],0.5187527282539877
A1VTEL32W5FM13,7799420340,5.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5686184652141849
