reviewerID,itemID,overall,fine_feature,coarse_feature
A1E78KIR64YBT6,B000VZO4TW,5,[0.    0.    3.125 5.    0.    0.    0.    4.25  0.    0.   ],0.5062865689557088
ASUDG3BDP87CI,B000VZO4TW,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5
AKMWILI3V2XCY,B000VZO4TW,5,[0.   0.   0.   0.   0.   0.   1.25 1.25 0.   0.  ],0.5309749079198538
AAAVOYJKW8IC8,B000VZO4TW,5,[0.    0.    0.5   0.375 0.    0.    0.    0.    0.    0.   ],0.456638353071587
A2HPG8QACV8QAJ,B000VZO4TW,5,[2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75 2.75],0.5155869024961295
A2VAZRBS1VOBUF,B000VZO4TW,5,[0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875],0.5000113300338465
AGWD67X4C1ZVK,B000VZO4TW,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49687156690089135
A86WP180LOBGH,B000VZO4TW,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5062545258949063
A3FVAWZNKW9GX,B000VZO4TW,5,[0. 0. 0. 0. 0. 0. 5. 0. 0. 0.],0.4969164500793355
AB0ARZZCB97SK,B000VZO4TW,5,[-1.375 -0.25  -1.375 -0.25  -1.375 -0.25  -0.25  -0.25  -0.25  -0.25 ],0.48754181716480666
A19DLBU0S995WP,B000VZO4TW,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5186260971141093
AVLSVMBRYFGHF,B000VZO4TW,5,[0.    0.    0.    4.75  0.    0.    5.    4.625 0.    0.   ],0.5062180469140256
ARJT7QGL9IVDP,B000VZO4TW,4,[0.    0.    0.    0.125 0.125 0.    0.    0.    0.    0.   ],0.521897754980852
A3DHMGQ93GIJCR,B000VZO4TW,5,[0. 0. 0. 5. 0. 0. 0. 5. 0. 5.],0.5
A135GWMXMTR58Z,B000VZO4TW,5,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.],0.5062581425605795
A3GJ6CFWN47N0U,B000VZPI7Y,5,[0.    0.    2.125 0.    0.    0.    1.125 2.    0.    0.   ],0.45333918096654074
A22PZBENWG6IM0,B000VZQHNS,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.49684592703288216
