reviewerID,itemID,overall,fine_feature,coarse_feature
A1FOLG1RO0CBU7,B000TECPNC,5,[ 0.     0.    -4.625  0.     0.    -2.75   0.     0.     0.    -5.   ],0.5157593689413711
A3F7U41ZW2FPE8,B000UWSMSU,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5526435175618439
A3N66N2B5O2EQS,B000UWSMSU,4,[0. 0. 2. 0. 2. 0. 0. 0. 0. 0.],0.5278235757084857
A2RNRIJ9NQBUTO,B000UWSMSU,5,[ 0.     0.     0.     0.     0.    -2.375  0.    -2.5    0.     0.   ],0.5522225451620862
A9NU8CFNVEJCM,B000UWSMSU,5,[0. 0. 0. 0. 0. 5. 0. 5. 0. 0.],0.5584004581277833
A27FP0S5QH7GNE,B000X6NZHQ,5,[0.   0.   0.   0.   1.   0.   0.25 0.25 0.   0.  ],0.435398426026235
A3BCS8I6AZVHH3,B000X6NZHQ,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.521339809670736
A3J8ICDBZY3JPA,B000X6NZHQ,5,[-0.25  0.    0.5   0.    0.    0.    0.    0.    0.    0.  ],0.5031151947642829
A1W1W59NHU6ZV9,B000X6NZHQ,5,[ 0.    -1.25   0.     0.    -1.625 -1.625 -1.25   0.     0.     0.   ],0.548897778149337
A16MXRFTZHDYRD,B000X6NZHQ,5,[ 0.     0.    -0.125  0.    -0.125 -0.125  0.     0.    -0.125  0.   ],0.5166044464338865
A2CZ8A9AK8W3SH,B000X6NZHQ,5,[0.    0.    0.    0.    3.    5.    0.    0.    0.    3.125],0.5151586204767148
A2Z0PWAOAM13R0,B000X6NZHQ,5,[ 0.     0.     0.     0.    -0.375 -0.375  0.     0.     0.     0.   ],0.5467249926452987
A3TDCV4TTKWMJC,B000X6NZHQ,5,[ 0.  -4.5 -4.5 -1.5 -3.  -3.  -3.  -3.  -1.5 -3. ],0.5095744291413763
A3U6W30C8NV11Y,B000X6NZHQ,5,[ 0.     0.    -0.375  0.    -0.625  0.     0.     0.     0.     0.   ],0.5
A3S2EH4H28PLFG,B001AQVR4G,3,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5124567822855031
A9DG42O0DBLFJ,B001AQVR4G,5,[0. 0. 5. 0. 0. 0. 5. 5. 0. 5.],0.4966270056022678
A2G50PXKF28THX,B001AQVR4G,5,[0.25 0.5  0.5  0.25 0.5  0.5  0.5  0.25 0.5  0.25],0.49683081830910597
A35POO9IFIQVMZ,B001AQVR4G,5,[0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875 0.875],0.5545091001302069
A391BYBJSL5Y6W,B001AQVR4G,5,[3.875 5.    5.    5.    5.    3.875 3.875 3.875 5.    5.   ],0.5329797237950678
A2F5JET3C7AB8M,B001AQVR4G,5,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.4969447845108111
A2REF5NAGDO02L,B001AQVR4G,5,[5. 0. 5. 0. 0. 0. 5. 5. 5. 5.],0.5061521782871294
A2PWS2A7QL0EAK,B001AQVR4G,5,[0.25  1.5   0.    0.    0.625 0.    0.5   0.    0.    1.125],0.4353663041522485
A3L9E0YI7C5G0W,B001ESU57K,4,[0.    0.    0.875 0.    0.    0.75  0.    0.    0.    0.   ],0.5280858039822597
A3S6D9KNX90A8X,B001ESU57K,5,[0.   0.75 0.75 0.   1.5  0.   0.   0.75 0.   0.  ],0.5215952714114096
AJQFCEOBES7SB,B001ESU57K,5,[0.    0.    1.5   0.    1.875 0.    0.    0.    0.    0.   ],0.49730012843856886
A3A82EDPZNF2BB,B001ESU57K,4,[0. 0. 5. 0. 5. 0. 0. 5. 0. 0.],0.5307695108122054
A2H1WNB30JNAWU,B001ESU57K,5,[0. 0. 5. 0. 5. 0. 0. 5. 0. 0.],0.49975141129240797
A31K5W6NWK68OA,B001ESU57K,4,[5. 0. 5. 0. 5. 0. 5. 5. 0. 5.],0.5340753780391788
A3STFVPM8NHJ7B,B001ESU57K,5,[ 0.     0.     0.375  0.    -0.75  -5.     0.    -2.75   0.     0.   ],0.5186202573091551
A3VXBO4QQX3ZG8,B001ESU57K,4,[-5.  0. -5.  0.  0. -5.  0. -5.  0. -5.],0.5123866878219545
AQ1BCXXM2X8JU,B001ESU57K,2,[0. 0. 5. 0. 0. 0. 0. 5. 0. 0.],0.47536740183290527
